# Time	TAir	RelHum	WindX	WindY	IDirNorm	IDiffHor
6537.5	17.0	68.8	-0.2	0.1	680.3	123.5
6538.5	18.5	60.3	-2.0	0.6	514.9	200.7
6539.5	19.7	56.8	-1.7	0.8	443.7	240.2
6540.5	20.4	49.9	-1.3	0.7	386.2	252.0
6541.5	20.9	45.3	-1.8	0.5	420.4	214.1
6542.5	20.8	42.9	-0.3	0.6	303.1	193.9
6543.5	20.4	44.7	-0.5	-0.3	381.9	117.7
6544.5	19.4	47.5	-0.3	-0.1	225.8	81.3
6545.5	18.1	50.6	-0.9	-0.3	0.0	5.2
6546.5	16.7	60.3	0.0	-0.5	0.0	0.0
6547.5	15.2	61.8	-0.4	-0.2	0.0	0.0
6548.5	13.7	67.2	-1.0	-0.3	0.0	0.0
6549.5	12.2	68.5	-0.6	-0.8	0.0	0.0
6550.5	10.9	70.9	-0.2	-0.2	0.0	0.0
6551.5	9.6	73.5	-0.3	-0.2	0.0	0.0
6552.5	8.4	85.3	0.0	-0.1	0.0	0.0
6553.5	7.1	89.8	0.0	0.0	0.0	0.0
6554.5	5.8	92.1	0.2	-0.1	0.0	0.0
6555.5	5.2	94.8	0.1	0.0	0.0	0.0
6556.5	4.6	98.7	0.0	0.0	0.0	0.0
6557.5	4.3	96.9	0.0	0.0	0.0	0.0
6558.5	6.3	90.9	0.0	-0.1	32.1	57.4
6559.5	9.2	80.6	0.0	-0.1	545.1	104.6
6560.5	11.2	78.1	0.3	-0.1	527.9	122.9
6561.5	13.8	61.1	0.3	0.3	823.9	107.5
6562.5	16.4	51.4	0.7	-0.1	979.2	106.4
6563.5	18.0	44.7	0.4	-0.3	762.7	193.7
6564.5	17.6	45.2	-0.1	-0.5	133.0	288.0
6565.5	16.2	49.9	0.1	-0.5	15.3	212.4
6566.5	14.7	57.1	0.5	-0.1	1.2	153.4
6567.5	12.9	64.2	-0.2	0.2	0.0	26.1
6568.5	11.3	69.6	0.2	-0.2	0.0	23.3
6569.5	9.9	73.3	-0.1	-0.1	0.0	1.7
6570.5	9.6	80.5	-0.1	0.0	0.0	0.0
6571.5	9.3	81.7	0.0	0.0	0.0	0.0
6572.5	8.9	83.6	0.0	0.0	0.0	0.0
6573.5	8.6	86.4	0.0	0.0	0.0	0.0
6574.5	8.3	86.2	0.0	0.0	0.0	0.0
6575.5	7.9	87.4	0.0	0.0	0.0	0.0
6576.5	7.6	89.4	0.0	0.0	0.0	0.0
6577.5	7.3	90.1	0.0	0.0	0.0	0.0
6578.5	7.0	92.0	0.0	0.0	0.0	0.0
6579.5	6.9	92.6	0.1	-0.1	0.0	0.0
6580.5	6.7	93.7	0.0	-0.1	0.0	0.0
6581.5	6.6	95.1	0.0	-0.1	0.0	0.0
6582.5	7.0	95.7	-0.1	-0.1	0.0	14.8
6583.5	8.7	93.3	-0.1	-0.2	35.3	93.0
6584.5	9.2	94.0	-0.2	-0.2	7.2	147.3
6585.5	11.1	92.0	-0.1	-0.3	23.5	224.8
6586.5	12.2	89.3	0.0	-0.3	16.1	235.7
6587.5	12.6	89.2	0.0	-0.4	2.1	196.0
6588.5	12.6	89.2	0.4	-0.3	0.0	154.8
6589.5	12.5	89.2	0.2	-0.4	0.0	144.9
6590.5	12.0	89.3	0.2	0.4	0.0	77.5
6591.5	11.3	89.4	-0.2	-0.7	0.0	36.4
6592.5	10.6	89.4	-0.1	-0.8	0.0	11.9
6593.5	10.0	89.5	-0.4	-0.9	0.0	1.6
6594.5	9.4	89.6	-0.3	-0.6	0.0	0.0
6595.5	8.8	89.6	-0.2	-0.8	0.0	0.0
6596.5	8.2	89.7	0.0	-0.4	0.0	0.0
6597.5	7.6	89.8	0.2	0.2	0.0	0.0
6598.5	7.0	89.8	0.5	0.1	0.0	0.0
6599.5	6.4	89.1	-0.1	-0.5	0.0	0.0
6600.5	5.4	93.9	0.4	0.1	0.0	0.0
6601.5	4.4	98.4	0.1	-0.4	0.0	0.0
6602.5	3.3	99.8	0.5	0.5	0.0	0.0
6603.5	2.7	100.0	0.4	0.7	0.0	0.0
6604.5	2.1	100.0	-0.2	0.3	0.0	0.0
6605.5	1.7	100.0	0.0	0.3	0.0	0.0
6606.5	2.7	100.0	0.1	-0.1	0.0	25.2
6607.5	6.2	92.6	-0.1	-0.3	423.6	92.8
6608.5	9.7	84.6	0.0	-0.4	745.3	61.1
6609.5	12.7	68.3	0.4	0.1	797.2	75.4
6610.5	15.2	58.0	0.5	0.1	806.2	93.0
6611.5	17.2	48.8	0.0	-0.7	833.5	93.2
6612.5	18.5	44.9	-0.5	-0.7	829.7	91.8
6613.5	19.1	42.3	-0.5	-0.6	837.5	75.6
6614.5	19.1	42.3	-1.0	0.0	806.4	62.5
6615.5	18.0	47.9	-0.5	0.6	723.4	52.7
6616.5	16.1	54.8	-0.8	-0.1	307.9	79.1
6617.5	13.6	64.9	-0.5	0.2	0.0	4.2
6618.5	12.9	71.5	-0.4	-0.1	0.0	0.0
6619.5	12.2	76.0	-0.2	0.0	0.0	0.0
6620.5	11.4	77.1	-0.2	0.3	0.0	0.0
6621.5	10.7	80.4	-0.4	0.0	0.0	0.0
6622.5	10.0	82.3	-0.5	0.0	0.0	0.0
6623.5	9.2	87.0	-0.5	0.1	0.0	0.0
6624.5	9.0	86.0	-0.5	0.6	0.0	0.0
6625.5	8.8	85.7	-0.8	0.0	0.0	0.0
6626.5	8.6	87.1	-0.7	0.4	0.0	0.0
6627.5	8.5	90.5	-1.0	-0.2	0.0	0.0
6628.5	8.4	90.1	-1.2	0.2	0.0	0.0
6629.5	8.4	94.6	-0.5	1.2	0.0	0.0
6630.5	8.6	93.3	-1.2	0.0	0.0	4.3
6631.5	8.7	95.6	-0.4	-1.3	0.0	19.3
6632.5	9.5	91.8	-0.8	-1.0	0.0	39.3
6633.5	9.8	93.2	-1.1	-0.4	0.0	48.8
6634.5	10.3	91.3	-0.9	1.2	0.0	69.7
6635.5	10.5	89.4	-1.1	1.0	0.0	60.4
6636.5	10.7	89.8	-1.2	0.9	0.0	51.8
6637.5	13.2	89.2	-1.5	1.0	386.1	237.4
6638.5	14.6	72.7	-1.5	1.5	460.1	154.3
6639.5	15.3	69.5	-1.8	1.1	451.1	95.4
6640.5	15.1	68.9	-0.7	2.0	393.8	46.3
6641.5	14.3	72.5	-1.2	1.7	0.0	4.0
6642.5	13.8	75.3	-2.2	0.8	0.0	0.0
6643.5	13.3	79.5	-1.1	1.8	0.0	0.0
6644.5	12.8	81.0	-1.8	0.0	0.0	0.0
6645.5	12.3	84.4	-1.0	-0.8	0.0	0.0
6646.5	11.8	86.2	-1.0	-0.2	0.0	0.0
6647.5	11.3	87.8	-0.8	0.3	0.0	0.0
6648.5	10.6	90.5	-0.7	0.4	0.0	0.0
6649.5	9.8	92.7	-0.6	0.4	0.0	0.0
6650.5	9.1	91.0	-0.5	0.1	0.0	0.0
6651.5	8.7	93.6	-0.7	0.2	0.0	0.0
6652.5	8.2	92.8	-0.6	0.4	0.0	0.0
6653.5	7.9	95.0	-0.6	0.3	0.0	0.0
6654.5	8.4	93.2	-0.3	1.0	0.0	12.0
6655.5	9.9	89.9	-0.7	0.4	0.0	81.9
6656.5	11.9	83.5	-0.7	0.4	33.9	170.8
6657.5	13.4	73.6	-0.7	0.7	29.5	225.2
6658.5	14.5	70.3	-0.7	0.7	30.9	240.6
6659.5	16.1	62.5	-0.8	0.6	145.2	287.9
6660.5	16.7	61.0	-0.7	0.3	47.5	269.2
6661.5	17.4	56.4	-1.0	0.0	125.4	276.6
6662.5	17.5	57.0	-0.6	-0.8	122.3	205.9
6663.5	17.4	58.3	-0.2	-1.2	292.5	129.9
6664.5	16.8	59.2	-1.1	1.0	390.8	74.1
6665.5	15.4	63.5	-1.2	0.9	0.0	10.0
6666.5	14.6	71.3	-1.3	0.1	0.0	0.0
6667.5	13.9	78.2	-0.1	-1.2	0.0	0.0
6668.5	13.1	78.3	-1.0	-0.2	0.0	0.0
6669.5	12.4	79.1	-0.2	-1.0	0.0	0.0
6670.5	11.7	81.4	-0.7	0.7	0.0	0.0
6671.5	10.9	82.2	-0.3	-0.7	0.0	0.0
6672.5	10.5	83.0	-0.2	-0.8	0.0	0.0
6673.5	10.0	85.0	0.9	0.4	0.0	0.0
6674.5	9.6	86.5	-0.4	0.9	0.0	0.0
6675.5	9.4	90.9	-0.3	1.2	0.0	0.0
6676.5	9.2	91.8	0.1	1.0	0.0	0.0
6677.5	9.0	92.6	0.5	0.6	0.0	0.0
6678.5	9.4	91.6	-0.6	0.5	0.0	8.9
6679.5	11.0	86.3	-0.5	0.6	3.3	82.3
6680.5	12.5	80.6	-0.9	0.5	12.3	147.9
6681.5	14.2	73.4	1.0	-0.2	32.5	227.6
6682.5	15.7	66.6	-0.4	-0.9	80.1	260.3
6683.5	17.0	63.1	0.1	-1.3	87.3	281.9
6684.5	17.6	62.9	-0.7	-1.1	34.6	274.5
6685.5	17.9	59.7	-0.4	-1.4	31.7	239.4
6686.5	17.8	60.8	-1.3	-0.2	24.4	184.8
6687.5	17.2	60.9	-0.5	-1.2	11.6	123.6
6688.5	16.3	66.6	-0.5	-1.1	2.7	55.8
6689.5	15.2	70.6	-1.1	-0.6	0.0	1.0
6690.5	14.3	73.5	-1.5	-0.2	0.0	0.0
6691.5	13.5	75.8	-1.3	0.8	0.0	0.0
6692.5	12.7	78.6	-1.1	-0.7	0.0	0.0
6693.5	11.9	82.0	-0.1	-1.3	0.0	0.0
6694.5	11.1	82.3	0.6	-1.4	0.0	0.0
6695.5	10.3	85.0	0.0	-1.5	0.0	0.0
6696.5	9.5	91.0	1.1	-0.5	0.0	0.0
6697.5	8.6	93.7	0.4	-0.9	0.0	0.0
6698.5	7.8	97.3	-0.8	-1.1	0.0	0.0
6699.5	7.4	96.6	-1.0	-0.2	0.0	0.0
6700.5	6.9	96.5	-0.2	-0.5	0.0	0.0
6701.5	6.6	94.4	-0.2	-0.5	0.0	0.0
6702.5	7.3	93.2	-0.5	-0.5	0.0	16.3
6703.5	10.0	84.5	0.6	-0.6	199.0	91.8
6704.5	12.7	73.0	0.1	1.2	355.7	131.2
6705.5	14.9	55.8	0.6	-1.1	293.8	202.5
6706.5	17.1	49.8	1.2	-1.8	394.2	223.4
6707.5	19.0	44.8	1.4	-1.6	470.9	215.8
6708.5	20.1	40.0	0.9	2.2	377.8	246.7
6709.5	21.3	37.3	2.2	1.6	722.6	134.4
6710.5	21.8	36.3	2.7	0.4	796.5	95.2
6711.5	21.2	39.4	3.3	0.5	733.8	49.1
6712.5	19.7	44.4	2.8	1.7	585.6	34.0
6713.5	17.7	47.4	2.5	-2.2	0.0	3.4
6714.5	16.4	56.7	2.0	0.5	0.0	0.0
6715.5	15.1	62.0	0.1	-1.8	0.0	0.0
6716.5	13.8	63.6	-0.1	-1.8	0.0	0.0
6717.5	12.4	67.2	1.0	-1.1	0.0	0.0
6718.5	11.1	69.4	1.2	0.9	0.0	0.0
6719.5	9.8	72.1	-0.3	-1.5	0.0	0.0
6720.5	8.5	79.6	0.4	-1.1	0.0	0.0
6721.5	7.1	85.2	0.1	-1.3	0.0	0.0
6722.5	5.8	86.9	-0.8	-2.0	0.0	0.0
6723.5	5.0	89.6	1.5	1.4	0.0	0.0
6724.5	4.3	94.4	0.0	-1.3	0.0	0.0
6725.5	3.7	96.3	0.1	-1.5	0.0	0.0
6726.5	4.3	94.1	-0.3	-1.5	0.0	18.3
6727.5	7.8	85.5	-0.7	-1.7	407.6	100.4
6728.5	11.1	77.2	-1.8	0.2	822.4	47.2
6729.5	14.1	59.5	-0.4	-2.4	901.1	51.3
6730.5	16.6	52.5	0.4	-3.3	925.4	58.4
6731.5	18.5	46.9	3.0	-2.9	931.4	62.5
6732.5	19.8	43.7	-1.1	-3.1	917.1	62.8
6733.5	20.3	42.8	3.5	2.4	899.4	56.9
6734.5	20.1	46.6	6.7	2.4	855.1	49.9
6735.5	18.9	50.9	5.0	1.3	742.5	46.0
6736.5	16.9	58.2	0.7	-5.1	508.0	37.1
6737.5	14.5	70.1	-2.5	-4.6	0.0	1.0
6738.5	13.9	80.5	-1.2	-3.1	0.0	0.0
6739.5	13.4	84.8	0.4	-2.4	0.0	0.0
6740.5	12.8	88.3	-0.1	-1.8	0.0	0.0
6741.5	12.2	89.4	-0.1	-1.8	0.0	0.0
6742.5	11.6	91.7	0.6	1.7	0.0	0.0
6743.5	11.0	95.0	-1.1	1.0	0.0	0.0
6744.5	11.1	91.5	-0.5	2.0	0.0	0.0
6745.5	11.1	93.5	-0.8	1.6	0.0	0.0
6746.5	11.1	95.6	1.8	-0.2	0.0	0.0
6747.5	11.2	96.1	1.4	-1.1	0.0	0.0
6748.5	11.2	95.9	1.8	1.6	0.0	0.0
6749.5	11.1	98.3	2.0	1.3	0.0	0.0
6750.5	11.0	98.2	1.8	0.2	0.0	9.2
6751.5	12.9	92.9	1.5	1.1	0.0	73.2
6752.5	14.2	92.1	0.4	-1.5	3.1	127.9
6753.5	14.7	89.0	1.3	-0.2	0.0	84.9
6754.5	15.4	88.9	0.2	-1.5	0.0	137.4
6755.5	15.7	88.9	-0.8	-1.6	0.0	121.8
6756.5	16.0	88.9	-1.1	-1.4	0.0	132.6
6757.5	16.4	88.8	-1.1	-1.0	0.5	159.8
6758.5	16.6	88.8	-1.5	0.0	4.2	152.3
6759.5	16.6	88.8	-1.0	-1.5	8.0	111.6
6760.5	15.9	91.6	-0.6	-1.4	0.0	40.4
6761.5	15.0	91.6	-0.6	-1.7	0.0	0.8
6762.5	15.0	89.0	-1.7	-0.7	0.0	0.0
6763.5	14.6	89.0	-0.6	-1.7	0.0	0.0
6764.5	14.3	89.0	1.3	-1.3	0.0	0.0
6765.5	13.2	91.8	1.5	0.9	0.0	0.0
6766.5	11.9	94.3	1.8	-0.3	0.0	0.0
6767.5	13.5	89.1	2.1	0.1	0.0	0.0
6768.5	13.3	91.8	-1.0	-1.8	0.0	0.0
6769.5	13.0	92.0	-1.8	-1.5	0.0	0.0
6770.5	12.6	92.0	-2.0	-0.8	0.0	0.0
6771.5	12.5	91.9	-1.5	1.0	0.0	0.0
6772.5	12.3	91.9	-1.8	1.0	0.0	0.0
6773.5	12.2	92.6	-2.2	0.9	0.0	0.0
6774.5	13.4	91.8	-1.5	2.2	0.0	26.5
6775.5	16.7	88.8	-2.2	1.5	362.3	91.6
6776.5	18.9	88.6	-1.7	1.7	252.0	146.2
6777.5	18.6	88.6	-2.0	1.9	0.0	122.0
6778.5	17.7	79.5	-3.2	0.9	0.0	45.4
6779.5	17.1	72.2	-0.8	-3.2	0.0	48.7
6780.5	18.5	67.5	2.2	-2.5	106.2	259.4
6781.5	19.6	68.7	3.2	-1.0	149.7	239.0
6782.5	21.0	65.6	1.0	-3.1	678.0	163.0
6783.5	21.1	67.5	0.8	-3.2	309.1	114.8
6784.5	20.4	70.9	0.1	-3.3	259.6	62.1
6785.5	19.1	74.6	-5.2	-4.9	0.0	0.7
6786.5	18.4	74.2	-3.0	-6.4	0.0	0.0
6787.5	17.6	74.2	-5.0	-1.3	0.0	0.0
6788.5	16.9	78.2	-3.3	4.0	0.0	0.0
6789.5	16.1	80.9	-3.9	-1.5	0.0	0.0
6790.5	15.4	84.3	-5.2	-0.6	0.0	0.0
6791.5	14.6	87.8	-4.1	0.7	0.0	0.0
6792.5	13.9	89.3	-2.4	-0.1	0.0	0.0
6793.5	13.2	93.1	-1.8	0.1	0.0	0.0
6794.5	12.5	96.1	-2.7	0.2	0.0	0.0
6795.5	12.2	96.2	-1.9	0.8	0.0	0.0
6796.5	11.8	95.9	-0.8	-0.9	0.0	0.0
6797.5	11.6	99.3	0.0	-1.3	0.0	0.0
6798.5	12.0	96.8	0.1	-1.2	0.0	11.2
6799.5	14.5	92.1	-0.2	1.3	230.5	82.9
6800.5	16.9	84.2	1.4	-0.4	310.9	134.1
6801.5	19.1	69.0	-0.3	1.5	317.0	185.5
6802.5	21.0	60.6	-1.2	2.1	332.8	229.6
6803.5	22.5	56.6	-0.6	2.6	353.8	240.0
6804.5	23.6	55.1	0.9	4.1	369.9	226.6
6805.5	24.0	52.7	1.8	3.8	309.3	209.1
6806.5	23.8	52.4	4.6	2.4	182.6	205.9
6807.5	22.9	55.2	6.2	3.4	140.5	134.8
6808.5	21.5	59.3	-3.5	3.9	154.9	45.7
6809.5	19.9	65.4	0.7	4.1	0.0	0.4
6810.5	18.9	72.5	-0.1	3.3	0.0	0.0
6811.5	17.9	73.6	-2.0	1.4	0.0	0.0
6812.5	16.8	78.0	0.4	-2.1	0.0	0.0
6813.5	15.8	79.5	0.1	-2.4	0.0	0.0
6814.5	14.8	81.2	0.0	-2.1	0.0	0.0
6815.5	13.8	83.9	-1.1	-1.5	0.0	0.0
6816.5	12.8	88.9	-0.4	-1.4	0.0	0.0
6817.5	11.7	91.1	-1.3	0.3	0.0	0.0
6818.5	10.7	92.7	-1.6	1.4	0.0	0.0
6819.5	10.2	95.1	-1.6	1.4	0.0	0.0
6820.5	9.6	99.8	-0.7	1.0	0.0	0.0
6821.5	9.2	99.5	-0.5	0.9	0.0	0.0
6822.5	9.6	95.4	-1.1	0.4	0.0	11.1
6823.5	12.3	85.1	-1.2	1.0	329.5	75.9
6824.5	15.0	77.7	-1.2	0.9	486.8	105.2
6825.5	17.6	63.9	-1.7	1.2	567.5	132.9
6826.5	19.7	55.1	-2.7	0.0	583.1	150.3
6827.5	21.4	50.1	-2.0	1.3	628.6	152.1
6828.5	22.5	47.7	-2.4	1.1	598.2	161.7
6829.5	23.0	45.9	-1.9	2.7	568.7	148.4
6830.5	22.9	43.7	-2.4	1.2	516.0	123.7
6831.5	21.8	46.4	-0.6	-3.2	452.4	78.8
6832.5	20.2	50.2	0.0	-2.7	324.3	36.4
6833.5	18.3	56.3	2.1	1.2	0.0	0.3
6834.5	17.4	68.4	-0.1	1.5	0.0	0.0
6835.5	16.5	69.1	1.4	0.6	0.0	0.0
6836.5	15.6	71.9	0.6	-1.1	0.0	0.0
6837.5	14.7	73.0	0.9	0.8	0.0	0.0
6838.5	13.8	75.8	0.6	-0.8	0.0	0.0
6839.5	12.9	79.0	0.4	-0.5	0.0	0.0
6840.5	12.2	81.8	0.6	-0.4	0.0	0.0
6841.5	11.6	85.2	-0.2	-0.5	0.0	0.0
6842.5	10.9	86.4	0.3	-0.7	0.0	0.0
6843.5	10.5	86.4	0.0	-0.7	0.0	0.0
6844.5	10.2	88.9	0.0	-0.3	0.0	0.0
6845.5	9.9	92.0	0.1	0.0	0.0	0.0
6846.5	10.0	94.9	0.1	-0.1	0.0	2.5
6847.5	12.0	91.4	0.0	-0.1	106.3	77.9
6848.5	14.2	82.6	0.3	-0.2	145.5	161.0
6849.5	16.6	72.0	0.2	-0.4	336.5	181.0
6850.5	18.3	65.8	0.1	-0.7	161.3	281.5
6851.5	19.6	59.9	-0.2	-0.8	222.6	267.1
6852.5	20.6	57.2	-0.3	-1.0	321.4	231.8
6853.5	21.1	54.9	-0.4	-0.9	307.8	203.8
6854.5	20.9	54.5	-0.9	-0.5	156.5	198.3
6855.5	20.2	58.8	-0.6	-0.8	205.6	112.0
6856.5	18.9	65.0	-0.7	0.3	260.2	38.8
6857.5	17.4	69.6	-0.6	-0.4	0.0	0.6
6858.5	16.8	76.2	-0.3	-0.2	0.0	0.0
6859.5	16.3	76.7	-0.1	-0.3	0.0	0.0
6860.5	15.7	78.9	-0.1	-0.2	0.0	0.0
6861.5	15.1	80.2	-0.1	-0.2	0.0	0.0
6862.5	14.6	80.8	0.0	0.0	0.0	0.0
6863.5	14.0	82.5	-0.1	0.0	0.0	0.0
6864.5	13.6	83.1	-0.1	0.0	0.0	0.0
6865.5	13.3	84.7	-0.1	0.0	0.0	0.0
6866.5	12.9	84.2	-0.2	0.1	0.0	0.0
6867.5	12.8	84.7	-0.2	0.1	0.0	0.0
6868.5	12.6	87.0	-0.2	0.1	0.0	0.0
6869.5	12.4	90.9	-0.3	0.2	0.0	0.0
6870.5	12.4	91.9	-0.2	0.1	0.0	2.6
6871.5	12.9	89.2	-0.1	0.0	0.0	14.4
6872.5	13.2	89.1	-0.2	0.1	0.0	28.9
6873.5	13.5	89.1	-0.2	0.1	0.0	40.7
6874.5	13.8	89.1	-0.1	0.0	0.0	49.1
6875.5	14.0	89.1	-0.1	0.1	0.0	54.3
6876.5	14.2	87.5	-0.1	-0.1	0.0	61.0
6877.5	16.5	81.3	-0.1	-0.1	460.0	213.2
6878.5	17.8	76.5	0.0	-0.1	612.0	94.5
6879.5	18.2	73.9	0.0	-0.1	516.3	66.6
6880.5	17.9	75.3	-0.1	-0.2	333.9	35.5
6881.5	17.2	77.0	0.0	-0.2	0.0	0.2
6882.5	16.8	75.3	0.2	-0.2	0.0	0.0
6883.5	16.4	77.5	0.1	0.2	0.0	0.0
6884.5	16.0	78.7	0.1	-0.3	0.0	0.0
6885.5	15.6	78.5	0.3	-0.2	0.0	0.0
6886.5	15.2	76.8	0.1	0.1	0.0	0.0
6887.5	14.8	76.4	0.2	-0.1	0.0	0.0
6888.5	14.3	78.8	0.0	-0.2	0.0	0.0
6889.5	13.8	80.5	0.1	-0.3	0.0	0.0
6890.5	13.3	82.4	0.1	-0.3	0.0	0.0
6891.5	13.0	82.3	0.0	-0.3	0.0	0.0
6892.5	12.7	83.2	0.3	0.0	0.0	0.0
6893.5	12.5	82.5	-0.1	-0.3	0.0	0.0
6894.5	12.6	89.2	0.0	-0.3	0.0	2.2
6895.5	13.2	89.5	0.4	0.0	0.0	42.7
6896.5	13.0	94.8	0.2	-0.2	0.0	87.8
6897.5	15.0	89.0	0.0	-0.4	0.0	129.7
6898.5	15.6	88.9	-0.2	-0.5	0.0	155.2
6899.5	16.2	88.8	-0.4	-0.3	0.1	167.6
6900.5	16.5	88.8	-0.4	-0.1	0.1	167.0
6901.5	16.7	88.8	-0.2	0.2	0.0	148.3
6902.5	16.7	88.8	-0.4	0.4	0.0	113.9
6903.5	16.4	77.9	-0.2	0.4	0.0	67.9
6904.5	15.9	74.2	-0.4	0.3	0.0	23.3
6905.5	15.3	73.4	-0.6	0.4	0.0	0.1
6906.5	14.7	87.3	-0.6	0.4	0.0	0.0
6907.5	13.8	91.7	-0.3	0.4	0.0	0.0
6908.5	13.4	89.1	-0.3	0.4	0.0	0.0
6909.5	12.4	91.9	-0.4	0.2	0.0	0.0
6910.5	12.1	89.3	-0.3	0.1	0.0	0.0
6911.5	11.5	90.7	-0.4	0.2	0.0	0.0
6912.5	11.0	94.0	-0.3	0.3	0.0	0.0
6913.5	10.5	98.0	-0.3	0.2	0.0	0.0
6914.5	9.9	98.6	-0.4	0.0	0.0	0.0
6915.5	9.1	99.1	-0.3	0.1	0.0	0.0
6916.5	9.4	97.7	-0.3	0.2	0.0	0.0
6917.5	9.2	98.1	-0.5	0.2	0.0	0.0
6918.5	9.2	96.2	-0.4	-0.7	0.0	2.0
6919.5	9.6	94.7	0.4	-0.7	0.0	21.1
6920.5	9.9	89.5	0.3	-0.4	0.0	31.0
6921.5	10.1	89.5	0.4	0.3	0.0	35.2
6922.5	10.1	89.5	0.1	0.5	0.0	42.7
6923.5	10.3	92.0	0.5	0.1	0.0	45.9
6924.5	10.5	90.2	0.4	0.0	0.0	50.0
6925.5	12.2	89.3	-0.1	0.4	314.8	214.7
6926.5	13.2	74.8	0.1	-0.3	414.3	128.7
6927.5	13.6	76.5	0.4	-0.1	380.6	84.6
6928.5	13.3	75.4	0.0	-0.3	262.7	41.1
6929.5	12.7	74.9	-0.1	-0.3	0.0	0.2
6930.5	12.2	79.5	-0.3	0.0	0.0	0.0
6931.5	11.7	80.4	-0.3	-0.3	0.0	0.0
6932.5	11.2	83.3	-0.5	0.1	0.0	0.0
6933.5	10.8	84.9	-0.5	0.0	0.0	0.0
6934.5	10.3	84.8	-0.4	0.1	0.0	0.0
6935.5	9.8	84.1	-0.1	0.4	0.0	0.0
6936.5	9.3	87.1	-0.4	0.2	0.0	0.0
6937.5	8.8	90.2	-0.2	-0.2	0.0	0.0
6938.5	8.3	91.0	-0.4	0.2	0.0	0.0
6939.5	8.0	91.9	-0.5	0.0	0.0	0.0
6940.5	7.8	91.9	-0.3	-0.6	0.0	0.0
6941.5	7.6	87.3	-0.2	-0.5	0.0	0.0
6942.5	7.6	86.9	-0.3	-0.4	0.0	1.7
6943.5	8.5	83.7	-0.4	-0.3	0.0	40.0
6944.5	10.1	78.9	-0.3	-0.6	13.9	125.2
6945.5	11.9	72.8	-0.3	-0.7	67.1	194.1
6946.5	12.6	69.4	-0.2	-0.8	6.2	180.5
6947.5	13.7	64.7	-0.8	-0.1	31.7	238.8
6948.5	15.2	60.8	-0.6	0.4	243.2	255.5
6949.5	16.1	58.8	-0.7	-0.1	293.2	198.9
6950.5	16.7	56.6	-0.6	0.5	463.7	129.5
6951.5	16.7	56.0	-0.8	0.0	591.4	72.9
6952.5	15.7	58.1	-1.0	0.1	331.3	30.3
6953.5	14.5	63.3	-0.8	0.1	0.0	0.0
6954.5	13.9	68.0	-0.5	-0.6	0.0	0.0
6955.5	13.3	71.2	-0.2	-1.0	0.0	0.0
6956.5	12.7	72.5	-0.4	-0.9	0.0	0.0
6957.5	12.1	74.6	0.1	-0.8	0.0	0.0
6958.5	11.6	75.0	-0.1	-1.0	0.0	0.0
6959.5	11.0	74.1	-0.3	-0.7	0.0	0.0
6960.5	10.4	73.3	-0.5	-1.1	0.0	0.0
6961.5	9.9	76.4	-1.0	-0.7	0.0	0.0
6962.5	9.3	80.2	-1.0	-0.1	0.0	0.0
6963.5	9.1	83.2	-1.0	0.1	0.0	0.0
6964.5	8.8	81.7	-1.2	0.0	0.0	0.0
6965.5	8.6	81.4	-1.1	-0.4	0.0	0.0
6966.5	8.8	79.9	-1.1	0.4	0.0	3.5
6967.5	9.3	81.4	0.2	-1.0	0.0	28.0
6968.5	10.5	76.9	-0.6	-0.8	0.0	107.0
6969.5	11.4	74.7	0.0	-0.8	0.8	146.3
6970.5	12.4	74.9	0.6	0.5	12.3	193.5
6971.5	14.0	70.9	-0.4	0.7	128.1	262.7
6972.5	14.9	69.5	-0.4	0.9	78.0	257.6
6973.5	15.3	65.0	0.6	-0.5	31.1	217.0
6974.5	15.4	61.3	-0.1	-0.7	59.9	166.7
6975.5	14.8	63.4	0.5	-0.1	6.6	87.7
6976.5	13.9	67.6	0.1	-0.5	0.0	5.1
6977.5	13.1	67.8	0.3	-0.6	0.0	0.0
6978.5	12.5	68.7	-0.3	-0.4	0.0	0.0
6979.5	11.9	72.1	0.2	-0.3	0.0	0.0
6980.5	11.3	73.8	0.4	0.0	0.0	0.0
6981.5	10.7	74.9	0.4	0.1	0.0	0.0
6982.5	10.1	75.7	0.2	-0.4	0.0	0.0
6983.5	9.6	81.4	-0.1	-0.5	0.0	0.0
6984.5	9.0	84.0	0.2	-0.5	0.0	0.0
6985.5	8.3	84.4	-0.2	-0.4	0.0	0.0
6986.5	7.7	86.7	-0.4	0.0	0.0	0.0
6987.5	7.3	85.9	-0.4	0.1	0.0	0.0
6988.5	6.9	89.1	-0.3	-0.2	0.0	0.0
6989.5	6.7	92.4	-0.3	-0.6	0.0	0.0
6990.5	6.7	88.8	0.1	-0.7	0.0	1.6
6991.5	7.9	85.7	-0.4	-0.7	4.3	61.6
6992.5	9.3	82.5	-0.4	-0.9	23.4	136.3
6993.5	10.5	78.3	0.4	0.9	32.2	187.2
6994.5	11.5	75.2	0.9	-0.4	27.4	219.1
6995.5	12.3	73.8	0.5	0.8	26.2	243.1
6996.5	13.0	67.3	0.8	0.6	56.4	244.6
6997.5	13.1	69.7	0.9	0.8	22.3	202.5
6998.5	13.0	69.9	1.0	0.6	16.9	152.0
6999.5	12.5	74.4	1.0	0.7	47.6	98.3
